万得代码,名称,日期,时间,开盘价,最高价,最低价,收盘价,交易量,交易额,配对项,利率
000001.SZ,平安银行,20140625,150100000,6963262,6970367,6849576,6941946,27126263,263555590,12574,0
000001.SZ,平安银行,20140626,150100000,6899313,6984578,6899313,6977473,34288524,335699960,10756,0
000001.SZ,平安银行,20140627,150000000,6956156,7012999,6899313,6977473,36752084,359856080,13870,0
000001.SZ,平安银行,20140630,150100000,6963262,7084053,6956156,7041421,44723794,442037520,14619,0
000001.SZ,平安银行,20140701,150100000,7041421,7069842,6984578,7005894,28494372,281216680,13559,0
000001.SZ,平安银行,20140702,150100000,7005894,7034316,6970367,7027210,28604171,281857220,15185,0
000001.SZ,平安银行,20140703,150100000,7027210,7098264,6984578,7076948,44690486,443709920,16562,0
000001.SZ,平安银行,20140704,150100000,7084053,7112475,7005894,7041421,34231126,339852560,12915,0
000001.SZ,平安银行,20140707,150100000,7041421,7055632,6963262,7005894,34306164,337859960,12295,0
000001.SZ,平安银行,20140708,150100000,6991683,7055632,6941946,7055632,34608702,341179800,12049,0
000001.SZ,平安银行,20140709,150100000,7048526,7048526,6806944,6856681,58789114,573417320,23741,0
000001.SZ,平安银行,20140710,150100000,6863787,6913524,6828260,6870892,36025783,348040200,14628,0
000001.SZ,平安银行,20140711,150000000,6863787,6892208,6849576,6870892,31832009,307776960,13402,0
000001.SZ,平安银行,20140714,150100000,6877997,6906419,6799838,6906419,46311613,446246600,17779,0
000001.SZ,平安银行,20140716,150100000,6892208,6899313,6764311,6828260,61770283,592431480,21497,0
000001.SZ,平安银行,20140717,150100000,6821154,6835365,6771417,6814049,32007282,306409320,12353,0
000001.SZ,平安银行,20140718,150000000,6785628,6856681,6771417,6821154,37511523,360507360,15319,0
000001.SZ,平安银行,20140721,150100000,6821154,6821154,6771417,6785628,27299506,260823460,11543,0
000001.SZ,平安银行,20140722,150100000,6771417,6963262,6764311,6913524,61369888,594111760,21159,0
000001.SZ,平安银行,20140723,150100000,6892208,6984578,6877997,6934840,55570368,541821210,18289,0
000001.SZ,平安银行,20140724,150100000,6941946,7318530,6934840,7219055,180582397,1820306620,60296,0
000001.SZ,平安银行,20140725,150100000,7247477,7290109,7162212,7261687,85391389,868778310,28061,0
000001.SZ,平安银行,20140728,150100000,7290109,7744852,7275898,7659588,186787917,1997922400,64731,0
000001.SZ,平安银行,20140729,150100000,7688010,7886960,7624061,7688010,120182708,1306061720,40682,0
000001.SZ,平安银行,20140730,150100000,7688010,7886960,7624061,7638272,81002561,880625360,29717,0
000001.SZ,平安银行,20140731,150100000,7638272,7744852,7567218,7723536,63778443,685541110,25176,0
000001.SZ,平安银行,20140801,150100000,7702220,7872749,7602745,7602745,85450966,930971490,34199,0
000001.SZ,平安银行,20140804,150100000,7602745,7766169,7531691,7766169,83062393,896723510,29493,0
000001.SZ,平安银行,20140805,150100000,7780379,7879854,7609850,7688010,75217527,817861950,28029,0
000001.SZ,平安银行,20140806,150100000,7638272,7638272,7467743,7567218,83464759,884436920,31828,0
000001.SZ,平安银行,20140807,150100000,7567218,7588534,7446427,7460638,59643465,629404550,31539,0
000001.SZ,平安银行,20140808,150100000,7481954,7545902,7432216,7489059,55565170,586028450,23510,0
000001.SZ,平安银行,20140811,150100000,7503270,7638272,7503270,7609850,62133185,663290430,18409,0
000001.SZ,平安银行,20140812,150100000,7567218,7574324,7474848,7531691,48085237,508251830,19941,0
000001.SZ,平安银行,20140813,150100000,7517481,7609850,7453532,7567218,53336495,564717110,22425,0
000001.SZ,平安银行,20140814,150100000,7588534,7638272,7467743,7489059,52369318,556638920,19833,0
000001.SZ,平安银行,20140815,150100000,7489059,7553007,7425111,7517481,67508977,711373260,22533,0
000001.SZ,平安银行,20140818,150100000,7524586,7595640,7496165,7567218,58902349,625059410,22435,0
000001.SZ,平安银行,20140819,150100000,7567218,7581429,7467743,7517481,58082164,613961760,22529,0
000001.SZ,平安银行,20140820,150100000,7510375,7510375,7418005,7439322,57328568,600953660,23757,0
000001.SZ,平安银行,20140821,150100000,7425111,7439322,7283003,7346952,63223050,653438880,29470,0
000001.SZ,平安银行,20140822,150100000,7311425,7396689,7290109,7354057,48156174,497919620,18854,0
000001.SZ,平安银行,20140825,150100000,7354057,7354057,7233266,7254582,50943444,521445410,22687,0
000001.SZ,平安银行,20140826,150100000,7240371,7297214,7204844,7240371,46116514,469882620,23958,0
000001.SZ,平安银行,20140827,150100000,7240371,7382479,7226160,7275898,57314683,588959900,18636,0
000001.SZ,平安银行,20140828,150100000,7275898,7283003,7204844,7211950,43896983,447046660,17476,0
000001.SZ,平安银行,20140829,150100000,7211950,7283003,7204844,7283003,34372640,350689090,14319,0
000001.SZ,平安银行,20140901,150100000,7275898,7339846,7226160,7318530,48778216,501154050,17352,0
000001.SZ,平安银行,20140902,150100000,7354057,7453532,7275898,7425111,78800496,816712360,29762,0
000001.SZ,平安银行,20140903,150100000,7439322,7524586,7410900,7460638,76692878,807419390,26985,0
000001.SZ,平安银行,20140904,150100000,7460638,7496165,7375373,7496165,62815851,657751210,26145,0
000001.SZ,平安银行,20140905,150100000,7496165,7560113,7460638,7510375,59787809,631001550,23812,0
000001.SZ,平安银行,20140909,150100000,7496165,7517481,7403795,7432216,56669759,593195190,20283,0
000001.SZ,平安银行,20140910,150100000,7389584,7396689,7325636,7339846,53159332,549288850,24132,0
000001.SZ,平安银行,20140911,150100000,7339846,7496165,7318530,7368268,71346124,743736350,28162,0
000001.SZ,平安银行,20140912,150000000,7368268,7375373,7297214,7368268,40865437,421465540,18484,0
000001.SZ,平安银行,20140915,150400000,7339846,7339846,7283003,7325636,51541835,530216250,25661,0
000001.SZ,平安银行,20140916,150400000,7332741,7432216,7275898,7283003,82834049,855746030,31644,0
000001.SZ,平安银行,20140917,150300000,7318530,7354057,7247477,7290109,55674797,570332040,21918,0
000001.SZ,平安银行,20140918,150400000,7254582,7432216,7233266,7339846,76830914,793783280,27684,0
000001.SZ,平安银行,20140919,150400000,7318530,7389584,7290109,7375373,57075419,590539490,19777,0
000001.SZ,平安银行,20140922,150400000,7339846,7346952,7119580,7148001,79019166,802793600,37381,0
000001.SZ,平安银行,20140923,150400000,7148001,7204844,7140896,7176423,46215800,466701910,19731,0
000001.SZ,平安银行,20140924,150400000,7155107,7318530,7133791,7304320,76055290,774981740,29177,0
000001.SZ,平安银行,20140925,150400000,7332741,7339846,7211950,7233266,67716732,693101940,26463,0
000001.SZ,平安银行,20140926,150400000,7219055,7226160,7148001,7190634,45363332,458477950,17192,0
000001.SZ,平安银行,20140929,150400000,7204844,7240371,7169318,7190634,60535871,613587480,23697,0
000001.SZ,平安银行,20140930,150400000,7204844,7219055,7176423,7204844,48398244,490091130,19526,0
000001.SZ,平安银行,20141008,150400000,7226160,7290109,7204844,7290109,67468717,688179610,23225,0
000001.SZ,平安银行,20141009,150400000,7290109,7311425,7219055,7247477,66239360,676601230,23572,0
000001.SZ,平安银行,20141010,150400000,7219055,7247477,7197739,7219055,65934904,669474240,21759,0
000001.SZ,平安银行,20141013,150400000,7190634,7204844,7133791,7176423,51987541,524142430,21446,0
000001.SZ,平安银行,20141014,150400000,7169318,7247477,7155107,7190634,57588334,582555040,19203,0
000001.SZ,平安银行,20141015,150400000,7183528,7233266,7119580,7219055,59765983,604421650,21998,0
000001.SZ,平安银行,20141016,150400000,7176423,7354057,7162212,7247477,132373549,1355834910,48119,0
000001.SZ,平安银行,20141017,150400000,7247477,7261687,7148001,7190634,70051115,709337180,23266,0
000001.SZ,平安银行,20141020,150400000,7211950,7240371,7169318,7226160,61117048,619515020,17850,0
000001.SZ,平安银行,20141021,150400000,7204844,7219055,7155107,7169318,48632322,491186150,16025,0
000001.SZ,平安银行,20141022,150400000,7162212,7240371,7148001,7176423,55946011,566148280,15989,0
000001.SZ,平安银行,20141023,150400000,7190634,7346952,7190634,7275898,158547972,1625133920,44532,0
000001.SZ,平安银行,20141024,150400000,7339846,7354057,7211950,7233266,82098916,842529670,22038,0
000001.SZ,平安银行,20141027,150400000,7176423,7197739,7091158,7119580,72956879,732278920,26271,0
000001.SZ,平安银行,20141028,150400000,7140896,7240371,7140896,7226160,53065097,536920620,20614,0
000001.SZ,平安银行,20141029,150400000,7240371,7375373,7204844,7318530,106527620,1093979400,35040,0
000001.SZ,平安银行,20141030,150400000,7325636,7496165,7254582,7410900,152063317,1578266420,46168,0
000001.SZ,平安银行,20141031,150400000,7460638,8064594,7432216,7837222,359308400,3900875150,111906,0
000001.SZ,平安银行,20141103,150400000,7929592,8000646,7801695,7894065,191683467,2129643040,54540,0
000001.SZ,平安银行,20141104,150400000,7922487,7943803,7659588,7709326,131899207,1443563360,35289,0
000001.SZ,平安银行,20141105,150400000,7709326,7780379,7574324,7688010,128587681,1386577440,33546,0
000001.SZ,平安银行,20141106,150400000,7688010,7744852,7631167,7702220,64512385,697762480,20120,0
000001.SZ,平安银行,20141107,150400000,7680904,8085910,7652483,7751958,223436924,2470577730,58147,0
000001.SZ,平安银行,20141110,150400000,7851433,7993540,7716431,7915381,162134845,1792128600,37863,0
000001.SZ,平安银行,20141111,150400000,7894065,8270650,7865644,8007751,298139088,3390990400,87222,0
000001.SZ,平安银行,20141112,150300000,7950908,7965119,7808801,7958014,138946263,1538194100,42539,0
000001.SZ,平安银行,20141113,150400000,7943803,8071699,7837222,7851433,134038427,1498070410,37488,0
000001.SZ,平安银行,20141114,150400000,7815906,7823012,7673799,7766169,90152661,980490600,29144,0
000001.SZ,平安银行,20141117,150400000,7780379,7808801,7609850,7645377,88959448,961843450,32118,0
000001.SZ,平安银行,20141118,150400000,7631167,7680904,7503270,7538797,93029646,989520780,34196,0
000001.SZ,平安银行,20141119,150400000,7531691,7574324,7489059,7553007,59165677,627087990,24129,0
000001.SZ,平安银行,20141120,150400000,7517481,7595640,7460638,7553007,68354463,724359500,23500,0
000001.SZ,平安银行,20141121,150400000,7545902,7716431,7460638,7673799,114673198,1223439040,37877,0
000001.SZ,平安银行,20141124,150400000,7538797,7780379,7474848,7659588,222736851,2397291040,62519,0
000001.SZ,平安银行,20141125,150400000,7638272,7830117,7595640,7801695,156780267,1704414080,47913,0
000001.SZ,平安银行,20141126,150400000,7808801,8078805,7759063,7965119,218491865,2437181270,61885,0
000001.SZ,平安银行,20141127,150100000,8064594,8178280,7901171,8036173,210385672,2386849890,58521,0
000001.SZ,平安银行,20141128,150100000,8007751,8839079,7943803,8839079,484483936,5793392000,132752,0
000001.SZ,平安银行,20141201,150100000,8952765,9265402,8633024,8661445,446521364,5600611840,112987,0
000001.SZ,平安银行,20141202,150100000,8625918,9521195,8583286,9322245,349041143,4436545600,109265,0
000001.SZ,平安银行,20141203,150100000,9322245,9869358,9030924,9308034,399753009,5328329920,132704,0
000001.SZ,平安银行,20141204,150100000,9336455,9926201,9165926,9919096,345018080,4674285120,114503,0
000001.SZ,平安银行,20141205,150100000,9983044,10821478,9606459,10324102,441369720,6338168320,145469,0
000001.SZ,平安银行,20141208,150100000,10096730,11013323,9947517,10821478,392834253,5883664640,137538,0
000001.SZ,平安银行,20141209,150100000,10629633,11034639,9741461,9741461,404542011,6002899840,163968,0
000001.SZ,平安银行,20141210,150100000,9663302,10203310,9251191,10082519,352784430,4800983030,130938,0
000001.SZ,平安银行,20141211,150100000,9812515,10359629,9727251,9890674,223799566,3153661810,87945,0
000001.SZ,平安银行,20141212,150100000,9876463,10089624,9720145,9904885,164390907,2291244460,62235,0
000001.SZ,平安银行,20141215,150100000,9769883,9769883,9428825,9649092,180093658,2428185760,68784,0
000001.SZ,平安银行,20141216,150100000,9592249,10224626,9549616,10224626,246907293,3433988480,98528,0
000001.SZ,平安银行,20141217,150100000,10231732,11134114,10089624,10913847,440016616,6579202560,165810,0
000001.SZ,平安银行,20141218,150100000,10949374,11048849,10373839,10579895,247025090,3714889560,94232,0
000001.SZ,平安银行,20141219,150100000,10530157,10793056,10260153,10658054,193540582,2880581120,85716,0
000001.SZ,平安银行,20141222,150100000,10587000,11482277,10523052,10899637,346739124,5383744640,125776,0
000001.SZ,平安银行,20141223,150100000,10650949,10857004,10302786,10480420,179785079,2688160640,74824,0
000001.SZ,平安银行,20141224,150100000,10473314,10551474,9720145,9997255,201027102,2854208000,85128,0
000001.SZ,平安银行,20141225,150100000,10196205,10480420,9975939,10437788,199727585,2887581450,73969,0
000001.SZ,平安银行,20141226,150100000,10380945,10785951,10316996,10729108,243707335,3625690250,84404,0
000001.SZ,平安银行,20141229,150100000,11091482,11404118,10480420,10601211,258614817,3983923210,98877,0
000001.SZ,平安银行,20141230,150100000,10608316,11077271,10565684,11013323,236607838,3637484220,87112,0
000001.SZ,平安银行,20141231,150100000,11091482,11283327,10871215,11254905,240006571,3760218240,84127,0
000001.SZ,平安银行,20150105,150100000,11361486,11567541,11084376,11382802,286043643,4565388160,92478,0
000001.SZ,平安银行,20150106,150100000,11262010,11645700,11048849,11212273,216642140,3453446400,80325,0
000001.SZ,平安银行,20150107,150100000,11055955,11247800,10871215,10999112,170012067,2634796480,72697,0
000001.SZ,平安银行,20150108,150100000,11013323,11063060,10587000,10629633,140771421,2128003520,68734,0
000001.SZ,平安银行,20150109,150100000,10587000,11276221,10451998,10714897,250850023,3835377920,99882,0
000001.SZ,平安银行,20150112,150100000,10565684,10693581,10302786,10494631,155329086,2293104480,64376,0
000001.SZ,平安银行,20150113,150100000,10409366,10587000,10380945,10430682,81687477,1204987140,34924,0
000001.SZ,平安银行,20150114,150100000,10501736,10800161,10444893,10523052,126302964,1889296670,50675,0
000001.SZ,平安银行,20150115,150100000,10551474,10906742,10451998,10906742,124217032,1868795840,54470,0
000001.SZ,平安银行,20150116,150100000,10942269,11098587,10785951,10920953,155584633,2403346190,60637,0
000001.SZ,平安银行,20150119,150100000,9954622,10352523,9826726,9826726,213712366,3016202880,103111,0
000001.SZ,平安银行,20150120,150000000,9826726,9990149,9634881,9826726,149101811,2064280480,65826,0
000001.SZ,平安银行,20150121,150100000,9862253,10373839,9769883,10245943,194053037,2758192640,78709,0
000001.SZ,平安银行,20150122,150100000,10189100,10316996,10061203,10160678,125501611,1801436320,53599,0
000001.SZ,平安银行,20150123,150100000,10203310,10395155,10160678,10231732,145918192,2108746720,53672,0
000001.SZ,平安银行,20150126,150100000,10203310,10260153,10061203,10189100,105760580,1508446590,47025,0
000001.SZ,平安银行,20150127,150100000,10196205,10210416,9826726,9940412,133949466,1881059040,61710,0
000001.SZ,平安银行,20150128,150100000,9855147,10160678,9805410,9990149,124087755,1742175730,55381,0
000001.SZ,平安银行,20150129,150100000,9819620,9954622,9769883,9876463,101675329,1408825440,43493,0
000001.SZ,平安银行,20150130,150100000,9897779,10032782,9776988,9897779,93011669,1298735710,42061,0
000001.SZ,平安银行,20150202,150100000,9663302,9805410,9627775,9684618,86093216,1176949550,36794,0
000001.SZ,平安银行,20150203,150100000,9791199,9940412,9677513,9911990,88334914,1217876590,36730,0
000001.SZ,平安银行,20150204,150100000,9947517,9975939,9734356,9741461,80762311,1122666750,36518,0
000001.SZ,平安银行,20150205,150100000,10160678,10253048,9776988,9798304,191372916,2710524160,70932,0
000001.SZ,平安银行,20150206,150100000,9727251,9911990,9521195,9599354,103040856,1411298590,41861,0
000001.SZ,平安银行,20150209,150000000,9592249,9720145,9393298,9606459,94658628,1273141150,40359,0
000001.SZ,平安银行,20150210,150100000,9585143,9819620,9535406,9784094,72487537,991823740,31639,0
000001.SZ,平安银行,20150211,150100000,9791199,9840937,9720145,9755672,55434951,763414580,25377,0
000001.SZ,平安银行,20150212,150100000,9769883,9876463,9677513,9848042,60871568,838611230,26754,0
000001.SZ,平安银行,20150213,150100000,9897779,10075414,9833831,9911990,88774310,1244514720,40057,0
000001.SZ,平安银行,20150216,150100000,9911990,9954622,9755672,9890674,72120239,999898460,33530,0
000001.SZ,平安银行,20150217,150100000,9919096,10025676,9897779,9940412,68049159,954430230,28204,0
000001.SZ,平安银行,20150225,150100000,9975939,9983044,9776988,9805410,57739233,799193620,27758,0
000001.SZ,平安银行,20150226,150100000,9805410,10004360,9663302,9997255,102554424,1424064860,43423,0
000001.SZ,平安银行,20150227,150100000,9990149,10061203,9919096,9940412,79357014,1115146050,36250,0
000001.SZ,平安银行,20150302,150100000,9968833,10011465,9855147,9968833,101879700,1423603260,44197,0
000001.SZ,平安银行,20150303,150100000,9933306,9933306,9656197,9663302,105947629,1457305030,56118,0
000001.SZ,平安银行,20150304,150100000,9677513,9748567,9592249,9641986,81497304,1108145410,38655,0
000001.SZ,平安银行,20150305,150100000,9592249,9613565,9443036,9506984,82860485,1109151960,47331,0
000001.SZ,平安银行,20150306,150100000,9499879,9599354,9485668,9549616,55704774,748959120,27683,0
000001.SZ,平安银行,20150309,150100000,9570932,10189100,9464352,10054098,220532361,3067985540,97151,0
000001.SZ,平安银行,20150310,150100000,9947517,10032782,9784094,9784094,138570630,1927581930,58427,0
000001.SZ,平安银行,20150311,150100000,9798304,10004360,9798304,9848042,90335413,1258356120,40758,0
000001.SZ,平安银行,20150312,150100000,10089624,10629633,10004360,10373839,330513720,4805590360,133212,0
000001.SZ,平安银行,20150313,150100000,10587000,11091482,10515947,10650949,316398835,4799935190,138101,0
000001.SZ,平安银行,20150316,150100000,10729108,11013323,10601211,10949374,221847246,3387198400,87756,0
000001.SZ,平安银行,20150317,150100000,11020428,11226484,10835688,10942269,195984187,3020408690,86163,0
000001.SZ,平安银行,20150318,150100000,10913847,11070165,10864110,11020428,183100067,2823982770,76327,0
000001.SZ,平安银行,20150319,150100000,10999112,10999112,10743318,10793056,158030028,2413982120,74068,0
000001.SZ,平安银行,20150320,150100000,10793056,11048849,10700686,10885426,197639447,3027315200,87524,0
000001.SZ,平安银行,20150323,150100000,10892531,11055955,10892531,10963585,178205583,2750596800,68827,0
000001.SZ,平安银行,20150324,150100000,10963585,11077271,10814372,10906742,155919347,2396553440,69365,0
000001.SZ,平安银行,20150325,150100000,10857004,10885426,10579895,10594106,159146801,2396614080,82836,0
000001.SZ,平安银行,20150326,150100000,10558579,10956480,10451998,10736213,148789158,2246003680,68419,0
000001.SZ,平安银行,20150327,150100000,10729108,10864110,10558579,10714897,104763887,1577607050,48597,0
000001.SZ,平安银行,20150330,150100000,10821478,11325959,10729108,11127008,258261368,4014724480,110092,0
000001.SZ,平安银行,20150331,150100000,11397012,11794913,11105692,11190957,273318321,4393135040,114032,0
000001.SZ,平安银行,20150401,150100000,11240694,11468066,11048849,11340170,164331641,2608976840,72105,0
000001.SZ,平安银行,20150402,150100000,11432539,11468066,11098587,11226484,140583742,2222670590,72424,0
000001.SZ,平安银行,20150403,150100000,11155430,11325959,11091482,11262010,143494132,2262844470,61025,0
000001.SZ,平安银行,20150407,150100000,11475172,12050707,11475172,11944126,296047228,4898119360,131387,0
000001.SZ,平安银行,20150408,150200000,12029390,12846508,11830440,12732822,337164631,5784458880,135077,0
000001.SZ,平安银行,20150409,150100000,12754138,13535729,12597820,12789665,317306325,5794631680,148293,0
000001.SZ,平安银行,20150410,150100000,12789665,14068632,12683084,14068632,334020979,6339649280,139375,0
000001.SZ,平安银行,20150413,150100000,14618994,14756584,13888044,14223421,480715321,8021096960,251339,0
000001.SZ,平安银行,20150414,150100000,14189023,14189023,13845047,14017035,247237501,4020209600,146941,0
000001.SZ,平安银行,20150415,150100000,14017035,14859777,13845047,14318014,341764203,5746874880,185952,0
000001.SZ,平安银行,20150416,150100000,14051433,14704988,13974038,14618994,246740721,4102824640,137711,0
000001.SZ,平安银行,20150417,150100000,15048964,15048964,14447005,14558798,260952337,4447333120,143174,0
000001.SZ,平安银行,20150420,150200000,14704988,14790982,13896643,14017035,344725740,5776437760,185514,0
000001.SZ,平安银行,20150421,150100000,14034234,14361011,13741854,14240620,241593696,3943357120,130944,0
000001.SZ,平安银行,20150422,150100000,14257818,14601795,14189023,14575997,277314172,4640336000,140086,0
000001.SZ,平安银行,20150423,150200000,14601795,14653391,14240620,14326614,231968840,3893521920,120787,0
000001.SZ,平安银行,20150424,150100000,14017035,14197623,13767652,13879444,244283692,3959606400,155190,0
000001.SZ,平安银行,20150427,150100000,13939640,14275017,13931041,14120228,246056358,4027939220,109503,0
000001.SZ,平安银行,20150428,150200000,14146026,14945771,13948240,14361011,476354406,8014319360,229980,0
000001.SZ,平安银行,20150429,150100000,14326614,14404008,13931041,14318014,215118839,3550493120,96370,0
000001.SZ,平安银行,20150430,150100000,14472804,14842578,14343813,14361011,289063541,4899379840,120845,0
000001.SZ,平安银行,20150504,150100000,14361011,14361011,13999836,14206222,142757511,2351547520,73299,0
000001.SZ,平安银行,20150505,150100000,14111629,14206222,13329082,13638661,229934173,3685372480,128803,0
000001.SZ,平安银行,20150506,150100000,13604263,14017035,13320483,13518269,194991108,3107565760,92870,0
000001.SZ,平安银行,20150507,150100000,13518269,13655860,13329082,13475272,125870751,1968941920,68336,0
000001.SZ,平安银行,20150508,150100000,13509670,13741854,13329082,13630062,137446840,2163108910,63265,0
000001.SZ,平安银行,20150511,150100000,13587065,13862246,13320483,13784851,212307724,3349066830,96857,0
000001.SZ,平安银行,20150512,150100000,13741854,13913842,13458073,13724655,198965559,3166864640,87455,0
000001.SZ,平安银行,20150513,150100000,13913842,13974038,13535468,13655860,175656158,2807445440,83561,0
000001.SZ,平安银行,20150514,150200000,13759053,13802050,13492471,13664459,143802764,2283604810,69898,0
000001.SZ,平安银行,20150515,150200000,13587065,13655860,13131296,13286085,175271651,2718885120,90932,0
000001.SZ,平安银行,20150518,150100000,13071100,13200091,12873314,13053901,153708421,2327558240,85218,0
000001.SZ,平安银行,20150519,150200000,13045302,13535468,12942109,13406477,191781267,2959557080,91077,0
000001.SZ,平安银行,20150520,150200000,13767652,13888044,13415076,13535468,258966691,4115472690,118906,0
000001.SZ,平安银行,20150521,150200000,13587065,13664459,13432275,13578465,140584660,2214024930,71273,0
000001.SZ,平安银行,20150522,150200000,13681658,14017035,13604263,13991237,262190776,4233675520,125037,0
000001.SZ,平安银行,20150525,150200000,14060032,14369611,14060032,14275017,273036950,4518316480,119634,0
000001.SZ,平安银行,20150526,150200000,14300816,14361011,13999836,14292216,279220875,4607493440,126154,0
000001.SZ,平安银行,20150527,150300000,14292216,14541599,14103029,14171824,234121774,3888992320,107014,0
000001.SZ,平安银行,20150528,150300000,14189023,14197623,13268887,13329082,273306115,4404154560,137909,0
000001.SZ,平安银行,20150529,150200000,13337682,13475272,12993705,13174293,201493291,3103543670,99260,0
000001.SZ,平安银行,20150601,150200000,13182892,13741854,13062501,13673059,215836230,3365459200,95904,0
000001.SZ,平安银行,20150602,150200000,13664459,13673059,13346281,13561266,190482203,2991565120,89653,0
000001.SZ,平安银行,20150603,150300000,13561266,13716056,13329082,13612863,197523179,3103860800,93394,0
000001.SZ,平安银行,20150604,150300000,13630062,14257818,13466673,14077231,368253272,5971845760,174565,0
000001.SZ,平安银行,20150605,150300000,14361011,14447005,13784851,14017035,285545624,4681142400,130545,0
000001.SZ,平安银行,20150608,150200000,14034234,15005967,13922442,14868376,508605027,8596942090,240327,0
000001.SZ,平安银行,20150609,150200000,14928572,15005967,14343813,14601795,328696753,5601775950,159701,0
000001.SZ,平安银行,20150610,150200000,14447005,14558798,14214821,14343813,219838655,3679460480,99496,0
000001.SZ,平安银行,20150611,150200000,14343813,14421207,14060032,14171824,170696045,2811189760,89297,0
000001.SZ,平安银行,20150612,150200000,14171824,14300816,14025634,14197623,190338879,3131996480,91598,0
000001.SZ,平安银行,20150615,150200000,14214821,14275017,13673059,13690258,219217661,3547149440,117222,0
000001.SZ,平安银行,20150616,150100000,13587065,13810649,13329082,13449474,181217984,2858213720,92566,0
000001.SZ,平安银行,20150617,150200000,13612863,13664459,13286085,13526869,171594225,2689990400,80737,0
000001.SZ,平安银行,20150618,150200000,13483872,13483872,12907711,13225889,160255482,2468466240,88953,0
000001.SZ,平安银行,20150619,150200000,13114097,13234489,12469142,12580934,156552048,2345768800,82703,0
000001.SZ,平安银行,20150623,150100000,12589533,12873314,12133765,12856115,180548812,2643180000,84698,0
000001.SZ,平安银行,20150624,150200000,12899112,13010904,12641130,13002305,153199612,2290363520,73364,0
000001.SZ,平安银行,20150625,150200000,13397878,13440875,12692726,12787320,207916488,3179774390,92491,0
000001.SZ,平安银行,20150626,150100000,12589533,12856115,11506008,11841385,255532175,3623880640,118328,0
000001.SZ,平安银行,20150629,150200000,12107966,12168162,10964245,11660797,261294320,3570319360,111088,0
000001.SZ,平安银行,20150630,150200000,11643598,12503539,11506008,12503539,254810313,3572978560,107131,0
000001.SZ,平安银行,20150701,150200000,12340150,12546536,11815587,11970376,183540616,2629096350,82007,0
000001.SZ,平安银行,20150702,150200000,11953177,12305753,11506008,11824186,198282626,2762337280,76253,0
000001.SZ,平安银行,20150703,150100000,12021972,12030572,10998643,11239426,259745820,3473335630,92667,0
000001.SZ,平安银行,20150706,150100000,12297153,12305753,11428613,11935978,338152667,4660186560,114458,0
000001.SZ,平安银行,20150707,150100000,11746791,12598133,11359818,12598133,480831189,6808003200,161914,0
000001.SZ,平安银行,20150708,150100000,11875782,12039171,11342619,11342619,499669694,6762103680,148965,0
000001.SZ,平安银行,20150709,150100000,11342619,12417545,10413883,12262756,434435542,5904698240,185810,0
000001.SZ,平安银行,20150710,150100000,11910180,13208691,11703794,12778720,465098778,6891580800,223239,0
000001.SZ,平安银行,20150713,150100000,12383147,12804518,12142364,12417545,326819605,4737400640,166713,0
000001.SZ,平安银行,20150714,150200000,12211159,12365949,11617800,11927379,258022955,3608580800,132988,0
000001.SZ,平安银行,20150715,150100000,11746791,12004773,11523207,11677996,162642318,2225696910,77977,0
000001.SZ,平安银行,20150716,150200000,11695195,11832785,11540405,11695195,138893985,1884221620,55387,0
000001.SZ,平安银行,20150717,150200000,11746791,11987575,11634999,11884382,168063766,2304999200,62288,0
000001.SZ,平安银行,20150720,150200000,11867183,11867183,11634999,11695195,135868308,1852316440,59646,0
000001.SZ,平安银行,20150721,150200000,11617800,11729592,11506008,11669397,113164352,1529148320,51903,0
000001.SZ,平安银行,20150722,150200000,11600601,11643598,11471610,11626400,113809062,1528783830,48025,0
000001.SZ,平安银行,20150723,150200000,11574803,11824186,11531806,11755391,148369614,2022035340,56488,0
000001.SZ,平安银行,20150724,150200000,11763990,11781189,11454411,11506008,133930997,1815659040,56037,0
000001.SZ,平安银行,20150727,150200000,11394215,11454411,10353687,10697663,178785918,2289450160,86632,0
000001.SZ,平安银行,20150728,150200000,10482678,10972844,10448281,10852453,201120081,2509971530,62063,0
000001.SZ,平安银行,20150729,150100000,10835254,10852453,10646067,10835254,97168292,1210759090,40405,0
000001.SZ,平安银行,20150730,150200000,10843853,10869652,10517076,10542874,77027894,962337460,36451,0
000001.SZ,平安银行,20150731,150200000,10456880,10680465,10336488,10628868,120274687,1472860290,34012,0
000001.SZ,平安银行,20150803,150100000,10491278,11050239,10448281,11024441,140512271,1757739730,45516,0
000001.SZ,平安银行,20150804,150100000,10981444,11170631,10826655,11058839,77493758,988843500,36103,0
000001.SZ,平安银行,20150805,150200000,11007242,11136233,10809456,10826655,55180237,704539350,46538,0
000001.SZ,平安银行,20150806,150200000,10749260,10947046,10689064,10775058,45021845,567208510,18818,0
000001.SZ,平安银行,20150807,150200000,10843853,10938447,10783658,10843853,62201030,785501390,28213,0
000001.SZ,平安银行,20150810,150200000,10886850,11170631,10792257,11110435,105311195,1346325150,47460,0
000001.SZ,平安银行,20150811,150200000,11101836,11136233,10998643,11041640,82849336,1065323940,35269,0
000001.SZ,平安银行,20150812,150200000,10912649,10981444,10800856,10809456,68682207,869580820,30908,0
000001.SZ,平安银行,20150813,150000000,10757859,10895450,10680465,10809456,60634441,760265710,28254,0
000001.SZ,平安银行,20150814,150200000,10912649,10964245,10818055,10869652,82378929,1043762730,31776,0
